,pron,words
16080,/ˈspaɪdɚˌwɛb/,spi·der·web
16081,/ˈspaɪdəri/,spi·der·y
16082,"/ʃpil, spil/",spiel
16083,/spaɪk/,spike
16084,/spɪl/,spill
16085,/spɪn/,spin
16086,/spʌn/,spun
16087,/ˈspɪnɪtʃ/,spin·ach
16088,/ˈspaɪnl/,spi·nal
16089,/ˈspɪndli/,spin·dly
16090,/spaɪn/,spine
16091,/ˈspaɪnlɪs/,spine·less
16092,/ˌspɪnəˈrɛt/,spin·ner·et
16093,/ˈspɪnstɚ/,spin·ster
16094,/ˈspaɪrəl/,spi·ral
16095,/spaɪɚ/,spire
16096,/ˈspɪrɪt/,spir·it
16097,/ˈspɪrɪtɪd/,spir·it·ed
16098,"/ˈspɪrɪtʃuəl, -tʃəl/",spir·i·tu·al
16099,/spɪt/,spit
16100,/spæt/,spat
16101,/spaɪt/,spite
16102,/ˈspaɪtfəl/,spite·ful
16103,/splæʃ/,splash
16104,/ˈsplæʃi/,splash·y
16105,/splæt/,splat
16106,/ˈsplætɚ/,splat·ter
16107,/spleɪ/,splay
16108,/splin/,spleen
16109,/ˈsplɛndɪd/,splen·did
16110,/ˈsplɛndɚ/,splen·dor
16111,/splaɪs/,splice
16112,/splɪnt/,splint
16113,/ˈsplɪntɚ/,splin·ter
16114,/splɪt/,split
16115,/ˈsplɪtɪŋ/,split·ting
16116,/splɚdʒ/,splurge
16117,/spɔɪl/,spoil
16118,/spɔɪld/,spoiled
16119,/spɔɪlz/,spoils
16120,/ˈspɔɪlspɔrt/,spoil·sport
16121,/spoʊk/,spoke
16122,/ˈspoʊkən/,spok·en
16123,/ˈspoʊksmən/,spokes·man
16124,/-mən/,spokesmen
16125,/ˈspoʊksˌpɚsən/,spokes·per·son
16126,/ˈspoʊksˌwʊmən/,spokes·wom·an
16127,/-ˌwɪmɪn/,spokeswomen
16128,/ˈspandi/,spon·dee
16129,/spʌndʒ/,sponge
16130,/ˈspʌndʒi/,spong·y
16131,/ˈspansɚ/,spon·sor
16132,/spanˈteɪniəs/,spon·ta·ne·ous
16133,"/ˌspantəˈneɪəti, ˌspantnˈeɪ-/",spontaneity
16134,/spuf/,spoof
16135,/spuk/,spook
16136,/ˈspuki/,spook·y
16137,/spul/,spool
16138,/spun/,spoon
16139,/ˈspunəˌrɪzəm/,spoon·er·ism
16140,/ˈspunfʊl/,spoon·ful
16141,/spəˈrædɪk/,spo·rad·ic
16142,/spɔr/,spore
16143,/spɔrt/,sport
16144,/spɔrts/,sports
16145,/ˈspɔrts-kæst/,sports·cast
16146,/ˈspɔrtsmənˌʃɪp/,sports·man·ship
16147,/ˈspɔrtswɛr/,sports·wear
16148,/ˈspɔrti/,sport·y
16149,/spat/,spot
16150,/ˈspatlɪs/,spot·less
16151,/ˈspatlaɪt/,spot·light
16152,/ˈspati/,spot·ty
16153,/spaʊs/,spouse
16154,/spaʊt/,spout
16155,/spreɪn/,sprain
16156,/spræŋ/,sprang
16157,/sprɔl/,sprawl
16158,/spreɪ/,spray
16159,/sprɛd/,spread
16160,/ˈsprɛdʃit/,spread·sheet
16161,/spri/,spree
16162,/sprɪg/,sprig
16163,/sprɪŋ/,spring
16164,/spræŋ/,sprang
16165,/sprʌŋ/,sprung
16166,/ˈsprɪŋbɔrd/,spring·board
16167,/ˈsprɪŋtaɪm/,spring·time
16168,/ˈsprɪŋi/,spring·y
16169,/ˈsprɪŋkəl/,sprin·kle
16170,/ˈsprɪŋklɚ/,sprin·kler
16171,/sprɪnt/,sprint
16172,/spraʊt/,sprout
16173,/sprus/,spruce
16174,/sprʌŋ/,sprung
16175,/spraɪ/,spry
16176,/spʌd/,spud
16177,/spʌn/,spun
16178,/ˈspʌŋki/,spunk·y
16179,/spɚ/,spur
16180,/ˈspyʊriəs/,spu·ri·ous
16181,/spɚn/,spurn
16182,/spɚt/,spurt
16183,/ˈspʌtɚ/,sput·ter
16184,/spaɪ/,spy
16185,/ˈskwabəl/,squab·ble
16186,/skwad/,squad
16187,/ˈskwadrən/,squad·ron
16188,/ˈskwalɪd/,squal·id
16189,/skwɔl/,squall
16190,/ˈskwalɚ/,squal·or
16191,/ˈskwandɚ/,squan·der
16192,/skwɛr/,square
16193,/skwɛrd/,squared
16194,/ˈskwɛrli/,square·ly
16195,"/skwaʃ, skwɔʃ/",squash
16196,/skwat/,squat
16197,/skwɔk/,squawk
16198,/skwik/,squeak
16199,/ˈskwiki/,squeak·y
16200,/skwil/,squeal
16201,/ˈskwimɪʃ/,squeam·ish
16202,/skwiz/,squeeze
16203,/skwɛltʃ/,squelch
16204,/skwɪd/,squid
16205,/ˈskwɪgəl/,squig·gle
16206,/skwɪnt/,squint
16207,/skwaɪɚ/,squire
16208,/skwɚm/,squirm
16209,/ˈskwɚəl/,squir·rel
16210,/skwɚt/,squirt
16211,/skwɪʃ/,squish
16212,/ˈskwɪʃi/,squish·y
16213,/stæb/,stab
16214,/ˈstæbɪŋ/,stab·bing
16215,/stəˈbɪləti/,sta·bil·i·ty
16216,/ˈsteɪbəˌlaɪz/,sta·bi·lize
16217,/ˌsteɪbələˈzeɪʃən/,stabilization
16218,/ˈsteɪbəl/,sta·ble
16219,/stæk/,stack
16220,/ˈsteɪdiəm/,sta·di·um
16221,/-diə/,stadia
16222,/stæf/,staff
16223,/ˈstæfɚ/,staff·er
16224,/stæg/,stag
16225,/steɪdʒ/,stage
16226,/ˈsteɪdʒkoʊtʃ/,stage·coach
16227,/ˈstægɚ/,stag·ger
16228,/ˈstægərɪŋ/,stag·ger·ing
16229,/ˈsteɪdʒɪŋ/,stag·ing
16230,/ˈstægnənt/,stag·nant
16231,/ˈstægneɪt/,stag·nate
16232,/stægˈneɪʃən/,stagnation
16233,/steɪd/,staid
16234,/steɪn/,stain
16235,/stɛr/,stair
16236,/ˈstɛrkeɪs/,stair·case
16237,/ˈstɛrweɪ/,stair·way
16238,/steɪk/,stake
16239,/ˈsteɪkaʊt/,stake·out
16240,/stəˈlæktaɪt/,sta·lac·tite
16241,/stəˈlægmaɪt/,sta·lag·mite
16242,/steɪl/,stale
16243,/ˈsteɪlmeɪt/,stale·mate
16244,/stɔk/,stalk
16245,/ˈstɔkɚ/,stalk·er
16246,/stɔl/,stall
16247,/ˈstɔlwɚt/,stal·wart
16248,/ˈsteɪmən/,sta·men
16249,/ˈstæmənə/,stam·i·na
16250,/ˈstæmɚ/,stam·mer
16251,/stæmp/,stamp
16252,/stæmˈpid/,stam·pede
16253,/stæns/,stance
16254,/stæntʃ/,stanch
16255,/stænd/,stand
16256,/stʊd/,stood
16257,/ˈstændɚd/,stan·dard
16258,/ˈstændɚˌdaɪz/,stan·dard·ize
16259,/ˌstændɚdəˈzeɪʃən/,standardization
16260,/ˈstændbaɪ/,stand·by
16261,/ˈstændɪŋ/,stand·ing
16262,/ˈstændɔf/,stand·off
16263,/stænˈdɔfɪʃ/,stand·off·ish
16264,/ˈstændaʊt/,stand·out
16265,/ˈstændpɔɪnt/,stand·point
16266,/ˈstændˌstɪl/,stand·still
16267,/ˈstændʌp/,stand·up
16268,/stæŋk/,stank
16269,/ˈstænzə/,stan·za
16270,/ˈsteɪpəl/,sta·ple
16271,/ˈsteɪplɚ/,sta·pler
16272,/star/,star
16273,/ˈstarbɚd/,star·board
16274,/startʃ/,starch
16275,/ˈstartʃi/,starch·y
16276,/ˈstardəm/,star·dom
16277,/stɛr/,stare
16278,/ˈstarˌfɪʃ/,star·fish
16279,/stark/,stark
16280,/ˈstarlɪt/,star·let
16281,/ˈstarlaɪt/,star·light
16282,/ˈstarlɪŋ/,star·ling
16283,/ˈstarˌlɪt/,star·lit
16284,/ˈstari/,star·ry
16285,/start/,start
16286,/ˈstartɚ/,start·er
16287,/ˈstartl/,start·le
16288,/starˈveɪʃən/,star·va·tion
16289,/starv/,starve
16290,/stæʃ/,stash
16291,/steɪt/,state
16292,/ˈsteɪtli/,state·ly
16293,/ˈsteɪtmənt/,state·ment
16294,/ˈsteɪtsmən/,states·man
16295,/-mən/,statesmen
16296,/ˈstætɪk/,stat·ic
16297,/ˈsteɪʃən/,sta·tion
16298,/ˈsteɪʃəˌnɛri/,sta·tion·a·ry
16299,/ˈsteɪʃəˌnɛri/,sta·tion·er·y
16300,/stəˈtɪstɪk/,sta·tis·tic
16301,/ˌstætəˈstɪʃən/,stat·is·ti·cian
16302,/stæts/,stats
16303,/ˈstætʃu/,stat·ue
16304,/ˌstætʃuˈɛt/,stat·u·ette
16305,/ˈstætʃɚ/,stat·ure
16306,"/ˈsteɪtəs, ˈstæ-/",sta·tus
16307,/ˈstætʃut/,stat·ute
16308,/ˈstætʃəˌtɔri/,stat·u·to·ry
16309,"/stɔntʃ, stantʃ/",staunch
16310,/stæntʃ/,stanch
16311,/steɪv/,stave
16312,/steɪ/,stay
16313,/stɛd/,stead
16314,/ˈstɛdfæst/,stead·fast
16315,/ˈstɛdi/,stead·y
16316,/steɪk/,steak
16317,/stil/,steal
16318,/stoʊl/,stole
16319,/ˈstoʊlən/,stolen
16320,/stɛlθ/,stealth
16321,/stim/,steam
16322,/ˈstimroʊl/,steam·roll
16323,/ˈstimˌroʊlɚ/,steam·roll·er
16324,/ˈstimi/,steam·y
16325,/stil/,steel
16326,/ˈstili/,steel·y
16327,/stip/,steep
16328,/ˈstipəl/,stee·ple
16329,/stɪr/,steer
16330,/ˈstɪrɪŋ/,steer·ing
16331,/ˈstɛlɚ/,stel·lar
16332,/stɛm/,stem
16333,/stɛntʃ/,stench
16334,/ˈstɛnsəl/,sten·cil
16335,/stəˈnagrəfɚ/,ste·nog·ra·pher
16336,/stɛp/,step
16337,/ˈstɛpˌbrʌðɚ/,step·broth·er
16338,/ˈstɛpˌtʃaɪld/,step·child
16339,/-ˌtʃɪldrən/,stepchildren
16340,/ˈstɛpˌdɔtɚ/,step·daugh·ter
16341,/ˈstɛpˌfaðɚ/,step·fa·ther
16342,/ˈstɛpˌlædɚ/,step·lad·der
16343,/ˈstɛpˌmʌðɚ/,step·moth·er
16344,/stɛp/,steppe
16345,/ˈstɛpˌsɪstɚ/,step·sis·ter
16346,/ˈstɛpsʌn/,step·son
16347,"/ˈstɛriˌoʊ, ˈstɪr-/",ster·e·o
16348,"/ˈstɛriəˌtaɪp, ˈstɪr-/",ster·e·o·type
16349,/ˌstɛrioʊˈtɪpɪkəl/,stereotypical
16350,/ˈstɛrəl/,ster·ile
16351,/stəˈrɪləti/,sterility
16352,/ˈstɛrəˌlaɪz/,ster·il·ize
16353,/ˌstɛrələˈzeɪʃən/,sterilization
16354,/ˈstɚlɪŋ/,ster·ling
16355,/stɚn/,stern
16356,/ˈstɚnəm/,ster·num
16357,/-nə/,sterna
16358,"/ˈstɛrɔɪd, ˈstɪrɔɪd/",ste·roid
16359,/ˈstɛθəˌskoʊp/,steth·o·scope
16360,/stu/,stew
16361,/ˈstuɚd/,stew·ard
16362,/ˈstuɚdɪs/,stew·ard·ess
16363,/stɪk/,stick
16364,/stʌk/,stuck
16365,/ˈstɪkɚ/,stick·er
16366,/ˈstɪklɚ/,stick·ler
16367,/ˈstɪki/,stick·y
16368,/stɪf/,stiff
16369,/ˈstɪfən/,stiff·en
16370,/ˈstaɪfəl/,sti·fle
16371,/ˈstɪgmə/,stig·ma
16372,/ˈstɪgməˌtaɪz/,stig·ma·tize
16373,/ˌstɪgmətəˈzeɪʃən/,stigmatization
16374,/stɪl/,still
16375,/ˌstɪlˈbɔrn/,still·born
16376,/ˈstɪltɪd/,stilt·ed
16377,/stɪlts/,stilts
16378,/ˈstɪmyələnt/,stim·u·lant
16379,/ˈstɪmyəˌleɪt/,stim·u·late
16380,/ˌstɪmyəˈleɪʃən/,stimulation
16381,/ˈstɪmyələs/,stim·u·lus
16382,/-laɪ/,stimuli
16383,/stɪŋ/,sting
16384,/stʌŋ/,stung
16385,/ˈstɪŋɚ/,sting·er
16386,/ˈstɪŋreɪ/,sting·ray
16387,/ˈstɪndʒi/,stin·gy
16388,/stɪŋk/,stink
16389,/stæŋk/,stank
16390,/stʌŋk/,stunk
16391,/ˈstɪŋkɚ/,stink·er
16392,/ˈstɪŋkɪŋ/,stink·ing
16393,/stɪnt/,stint
16394,"/ˈstaɪpɛnd, -pənd/",sti·pend
16395,/ˈstɪpyəˌleɪt/,stip·u·late
16396,/ˌstɪpyəˈleɪʃən/,stipulation
16397,/stɚ/,stir
16398,"/ˈstɚəp, ˈstɪrəp/",stir·rup
16399,/stɪtʃ/,stitch
16400,/stak/,stock
16401,/ˈstakˌbroʊkɚ/,stock·brok·er
16402,/ˈstakˌhoʊldɚ/,stock·hold·er
16403,/ˈstakɪŋ/,stock·ing
16404,/ˈstakpaɪl/,stock·pile
16405,/ˈstaki/,stock·y
16406,/ˈstakyard/,stock·yard
16407,/ˈstadʒi/,stodg·y
16408,/ˈstoʊɪk/,sto·ic
16409,/ˈstoʊɪkəl/,sto·i·cal
16410,/ˈstoʊɪˌsɪzəm/,stoicism
16411,/stoʊk/,stoke
16412,/stoʊkt/,stoked
16413,/stoʊl/,stole
16414,/ˈstoʊlən/,sto·len
16415,/ˈstalɪd/,stol·id
16416,/ˈstoʊlan/,sto·lon
16417,/ˈstoʊmə/,sto·ma
16418,/-mətə/,stomata
16419,/ˈstʌmək/,stom·ach
16420,/ˈstʌməkˌeɪk/,stom·ach·ache
16421,/ˈstoʊmətə/,sto·ma·ta
16422,"/stamp, stɔmp/",stomp
16423,/stoʊn/,stone
16424,/stoʊnd/,stoned
16425,/ˈstoʊnwɔl/,stone·wall
16426,/ˈstoʊni/,ston·y
16427,/stʊd/,stood
16428,/stul/,stool
16429,/stup/,stoop
16430,/stap/,stop
16431,/ˈstapgæp/,stop·gap
16432,/ˈstaplaɪt/,stop·light
16433,/ˈstapˌoʊvɚ/,stop·o·ver
16434,/ˈstapɪdʒ/,stop·page
16435,/ˈstapɚ/,stop·per
16436,/ˈstapwatʃ/,stop·watch
16437,/ˈstɔrɪdʒ/,stor·age
16438,/stɔr/,store
16439,/ˈstɔrfrʌnt/,store·front
16440,/ˈstɔrhaʊs/,store·house
16441,/ˈstɔrˌkipɚ/,store·keep·er
16442,/ˈstɔr-rum/,store·room
16443,/ˈstɔri/,sto·rey
16444,/stɔrk/,stork
16445,/stɔrm/,storm
16446,/ˈstɔrmi/,storm·y
16447,/ˈstɔri/,sto·ry
16448,/ˈstɔriˌtɛlɚ/,sto·ry·tell·er
16449,/staʊt/,stout
16450,/stoʊv/,stove
16451,/stoʊ/,stow
16452,/ˈstoʊəˌweɪ/,stow·a·way
16453,/ˈstrædl/,strad·dle
16454,/ˈstrægəl/,strag·gle
16455,/ˈstrægli/,strag·gly
16456,/streɪt/,straight
16457,/ˈstreɪtn/,straight·en
16458,/ˌstreɪtˈfɔrwɚd/,straight·for·ward
16459,/ˈstreɪtˌdʒækɪt/,straight·jack·et
16460,/streɪn/,strain
16461,/streɪnd/,strained
16462,/ˈstreɪnɚ/,strain·er
16463,/streɪt/,strait
16464,/ˈstreɪtˌdʒækɪt/,straightjacket
16465,/strænd/,strand
16466,/ˈstrændɪd/,strand·ed
16467,/streɪndʒ/,strange
16468,/ˈstreɪndʒli/,strange·ly
16469,/ˈstreɪndʒɚ/,strang·er
16470,/ˈstræŋgəl/,stran·gle
16471,/ˌstræŋgyəˈleɪʃən/,strangulation
16472,/ˈstræŋgəlˌhoʊld/,stran·gle·hold
16473,/stræp/,strap
16474,/ˈstræplɪs/,strap·less
16475,/stræpt/,strapped
16476,"/ˈstrætə, ˈstreɪtə/",stra·ta
16477,/ˈstrætədʒəm/,strat·a·gem
16478,/strəˈtidʒɪk/,stra·te·gic
16479,/ˈstrætədʒi/,strat·e·gy
16480,/ˈstrætəˌfaɪd/,strat·i·fied
16481,/ˈstrætəˌsfɪr/,strat·o·sphere
16482,"/ˈstrætəm, ˈstreɪ-/",strat·um
16483,/-tə/,strata
16484,"/ˈstreɪtəs, ˈstræ-/",stra·tus
16485,/-taɪ/,strati
16486,/strɔ/,straw
16487,/ˈstrɔˌbɛri/,straw·ber·ry
16488,/streɪ/,stray
16489,/strik/,streak
16490,/strim/,stream
16491,/ˈstrimɚ/,stream·er
16492,/ˈstrimlaɪn/,stream·line
16493,/strit/,street
16494,/ˈstritkar/,street·car
16495,/ˈstrit-laɪt/,streetlight
16496,/ˈstrit-læmp/,street·lamp
16497,"/strɛŋkθ,strɛnθ/",strength
16498,"/ˈstrɛŋkθən, ˈstrɛnθən/",strength·en
16499,/ˈstrɛnyuəs/,stren·u·ous
16500,/ˌstrɛp ˈθroʊt/,throat
16501,/strɛs/,stress
16502,/strɛst/,stressed
16503,/ˈstrɛsfəl/,stress·ful
16504,/strɛtʃ/,stretch
16505,/ˈstrɛtʃɚ/,stretch·er
16506,/stru/,strew
16507,/strun/,strewn
16508,/ˈstrɪkən/,strick·en
16509,/strɪkt/,strict
16510,/ˈstrɪktli/,strict·ly
16511,/straɪd/,stride
16512,/stroʊd/,strode
16513,/ˈstrɪdn/,stridden
16514,/ˈstraɪdnt/,stri·dent
16515,/straɪf/,strife
16516,/straɪk/,strike
16517,/strʌk/,struck
16518,/ˈstraɪkɚ/,strik·er
16519,/ˈstraɪkɪŋ/,strik·ing
16520,/strɪŋ/,string
16521,/strʌŋ/,strung
16522,/ˈstrɪndʒənt/,strin·gent
16523,/ˈstrɪŋi/,string·y
16524,/strɪp/,strip
16525,/straɪp/,stripe
16526,"/straɪpt, ˈstraɪpɪd/",striped
16527,/ˈstrɪpɚ/,strip·per
16528,/ˈstrɪptiz/,strip·tease
16529,/straɪv/,strive
16530,/stroʊv/,strove
16531,/ˈstrɪvən/,striven
16532,/stroʊd/,strode
16533,/stroʊk/,stroke
16534,/stroʊl/,stroll
16535,/ˈstroʊlɚ/,stroll·er
16536,/strɔŋ/,strong
16537,/ˈstrɔŋhoʊld/,strong·hold
16538,/ˈstrɔŋli/,strong·ly
16539,"/ˈstrantiəm, -ʃiəm/",stron·ti·um
16540,/stroʊv/,strove
16541,/strʌk/,struck
16542,/ˈstrʌktʃərəl/,struc·tur·al
16543,/ˈstrʌktʃɚ/,struc·ture
16544,/ˈstrʌgəl/,strug·gle
16545,/strʌm/,strum
16546,/strʌŋ/,strung
16547,/strʌt/,strut
16548,/stʌb/,stub
16549,/ˈstʌbəl/,stub·ble
16550,/ˈstʌbɚn/,stub·born
16551,/ˈstʌbi/,stub·by
16552,/ˈstʌkoʊ/,stuc·co
16553,/stʌk/,stuck
16554,/stʌd/,stud
16555,/ˈstʌdɪd/,stud·ded
16556,/ˈstudnt/,stu·dent
16557,/ˈstʌdid/,stud·ied
16558,/ˈstudiˌoʊ/,stu·di·o
16559,/ˈstudiəs/,stu·di·ous
16560,/ˈstʌdi/,stud·y
16561,/stʌf/,stuff
16562,/stʌft/,stuffed
16563,/ˈstʌfɪŋ/,stuff·ing
16564,/ˈstʌfi/,stuff·y
16565,/ˈstʌmbəl/,stum·ble
16566,/stʌmp/,stump
16567,/stʌn/,stun
16568,/stʌŋ/,stung
16569,/stʌŋk/,stunk
16570,/ˈstʌnɪŋ/,stun·ning
16571,/stʌnt/,stunt
16572,/ˈstupəˌfaɪd/,stu·pe·fied
16573,/ˌstupəˈfækʃən/,stupefaction
16574,/ˈstupəˌfaɪ-ɪŋ/,stu·pe·fy·ing
16575,/stuˈpɛndəs/,stu·pen·dous
16576,/ˈstupɪd/,stu·pid
16577,/stuˈpɪdəti/,stupidity
16578,/ˈstupɚ/,stu·por
16579,/ˈstɚdi/,stur·dy
16580,/ˈstʌtɚ/,stut·ter
16581,/staɪl/,style
16582,/ˈstaɪlɪʃ/,styl·ish
16583,/staɪˈlɪstɪk/,sty·lis·tic
16584,/ˈstaɪəˌlaɪzd/,styl·ized
16585,/ˈstaɪmi/,sty·mie
16586,/swav/,suave
16587,/sʌb/,sub
16588,/ˌsʌbəˈtamɪk/,sub·a·tom·ic
16589,/ˈsʌbkəˌmɪti/,sub·com·mit·tee
16590,/ˌsʌbˈkanʃəs/,sub·con·scious
16591,"/sʌbˈkantn-ənt, -tənənt/",sub·con·ti·nent
16592,/ˈsʌbˌkʌltʃɚ/,sub·cul·ture
16593,"/ˌsʌbdəˈvaɪd, ˈsʌbdəˌvaɪd/",sub·di·vide
16594,/ˈsʌbdəˌvɪʒən/,sub·di·vi·sion
16595,/səbˈdu/,sub·due
16596,/səbˈdud/,sub·dued
16597,/ˈsʌbdʒɪkt/,sub·ject
16598,/səbˈdʒɛkt/,sub·ject
16599,/səbˈdʒɛktɪv/,sub·jec·tive
16600,/ˈsʌbdʒəˌgeɪt/,sub·ju·gate
16601,/ˌsʌbdʒəˈgeɪʃən/,subjugation
16602,/səbˈdʒʌŋktɪv/,sub·junc·tive
16603,"/sʌbˈlɛt, ˈsʌblɛt/",sub·let
16604,/ˈsʌblɛt/,sublet
16605,/ˌsʌbləˈmeɪʃən/,sub·li·ma·tion
16606,/səˈblaɪm/,sub·lime
16607,/sʌbˈlɪmənl/,sub·lim·i·nal
16608,"/ˈsʌbməˌrin, ˌsʌbməˈrin/",sub·ma·rine
16609,/səbˈmɚdʒ/,sub·merge
16610,/səbˈmɚʒən/,submersion
16611,/səbˈmɪʃən/,sub·mis·sion
16612,/səbˈmɪsɪv/,sub·mis·sive
16613,/səbˈmɪt/,sub·mit
16614,/səˈbɔrdənɪt/,sub·or·di·nate
16615,/səˈbɔrdnˌeɪt/,sub·or·di·nate
16616,/səˌbɔrdnˈeɪʃən/,subordination
16617,/səˈbɔrn/,sub·orn
16618,/ˌsʌbɔrˈneɪʃən/,subornation
16619,/ˈsʌbplat/,sub·plot
16620,/səˈpinə/,sub·poe·na
16621,/səbˈskraɪb/,sub·scribe
16622,/səbˈskrɪpʃən/,sub·scrip·tion
16623,/ˈsʌbsəkwənt/,sub·se·quent
16624,/səbˈsɚviənt/,sub·ser·vi·ent
16625,/səbˈsaɪd/,sub·side
16626,/səbˈsɪdiˌɛri/,sub·sid·i·ar·y
16627,/ˈsʌbsəˌdaɪz/,sub·si·dize
16628,/ˈsʌbsədi/,sub·si·dy
16629,/səbˈsɪst/,sub·sist
16630,/ˈsʌbstəns/,sub·stance
16631,/ˌsʌbˈstændɚd/,sub·stand·ard
16632,/səbˈstænʃəl/,sub·stan·tial
16633,/səbˈstænʃəli/,sub·stan·tial·ly
16634,/səbˈstænʃiˌeɪt/,sub·stan·ti·ate
16635,/ˈsʌbstəˌtut/,sub·sti·tute
16636,/ˌsʌbstəˈtuʃən/,substitution
16637,/ˈsʌbtɚˌfyudʒ/,sub·ter·fuge
16638,/ˌsʌbtəˈreɪniən/,sub·ter·ra·ne·an
16639,/ˈsʌbtɛkst/,sub·text
16640,/ˈsʌbˌtaɪtlz/,sub·ti·tles
16641,/ˈsʌtl/,sub·tle
16642,"/ˈsʌtl-i, ˈsʌtli/",subtly
16643,/səbˈtrækt/,sub·tract
16644,/səbˈtrækʃən/,sub·trac·tion
16645,/ˈsʌbɚb/,sub·urb
16646,/səˈbɚbən/,sub·ur·ban
16647,/səˈbɚbiə/,sub·ur·bi·a
16648,/səbˈvɚsɪv/,sub·ver·sive
16649,/səbˈvɚt/,sub·vert
16650,/ˈsʌbweɪ/,sub·way
16651,/səkˈsid/,suc·ceed
16652,/səkˈsidɪŋ/,suc·ceed·ing
16653,/səkˈsɛs/,suc·cess
16654,/səkˈsɛsfəl/,suc·cess·ful
16655,/səkˈsɛʃən/,suc·ces·sion
16656,/səkˈsɛsɪv/,suc·ces·sive
16657,/səkˈsɛsɚ/,suc·ces·sor
16658,"/səkˈsɪŋkt, səˈsɪŋkt/",suc·cinct
16659,/ˈsʌkyələnt/,suc·cu·lent
16660,/səˈkʌm/,suc·cumb
16661,/sʌtʃ/,such
16662,/sʌk/,suck
16663,/ˈsʌkɚ/,suck·er
16664,/ˈsukroʊs/,su·crose
16665,/ˈsʌkʃən/,suc·tion
16666,/ˈsʌdn/,sud·den
16667,/ˈsʌdnli/,sud·den·ly
16668,/sʌdz/,suds
16669,/su/,sue
16670,/sweɪd/,suede
16671,/ˈsʌfɚ/,suf·fer
16672,/səˈfaɪs/,suf·fice
16673,/səˈfɪʃənt/,suf·fi·cient
16674,/ˈsʌfɪks/,suf·fix
16675,/ˈsʌfəˌkeɪt/,suf·fo·cate
16676,/ˌsʌfəˈkeɪʃən/,suffocation
16677,/ˈsʌfrɪdʒ/,suf·frage
16678,/ˌsʌfrəˈdʒɛt/,suf·fra·gette
16679,/ˈsʌfrədʒɪst/,suf·fra·gist
16680,/ˈʃʊgɚ/,sug·ar
16681,/ˈʃʊgɚd/,sug·ared
16682,"/səgˈdʒɛst, səˈdʒɛst/",sug·gest
16683,"/səgˈdʒɛstʃən, səˈdʒɛs-/",sug·ges·tion
16684,"/səgˈdʒɛstɪv, səˈdʒɛs-/",sug·ges·tive
16685,/ˌsuəˈsaɪdl/,su·i·ci·dal
16686,/ˈsuəˌsaɪd/,su·i·cide
16687,/sut/,suit
16688,/ˈsutəbəl/,suit·able
16689,/ˌsutəˈbɪləti/,suitability
16690,/ˈsutkeɪs/,suit·case
16691,/swit/,suite
16692,/ˈsutɚ/,suit·or
16693,/ˈsʌlfɚ/,sul·fur
16694,/sʌlˌfyʊrɪk ˈæsɪd/,a·cid
16695,/sʌlk/,sulk
16696,/ˈsʌlən/,sul·len
16697,/ˈsʌlfɚ/,sul·phur
16698,/ˈsʌltn/,sul·tan
16699,/ˈsʌltri/,sul·try
16700,/sʌm/,sum
16701,/ˈsʌməˌraɪz/,sum·ma·rize
16702,/ˈsʌməri/,sum·ma·ry
16703,/səˈmeɪʃən/,sum·ma·tion
16704,/ˈsʌmɚ/,sum·mer
16705,/ˈsʌmɚˌtaɪm/,sum·mer·time
16706,/ˈsʌmɪt/,sum·mit
16707,/ˈsʌmən/,sum·mon
16708,/ˈsʌmptʃuəs/,sump·tu·ous
16709,/sʌn/,sun
16710,/ˈsʌnbeɪð/,sun·bathe
16711,/ˈsʌnblak/,sun·block
16712,/ˈsʌnbɚn/,sun·burn
16713,"/ˈsʌndi, -deɪ/",sun·dae
16714,"/ˈsʌndi, -deɪ/",Sun·day
16715,/ˈsʌndaɪl/,sun·dial
16716,/ˈsʌndaʊn/,sun·down
16717,/ˈsʌndri/,sun·dry
16718,/ˈsʌnˌflaʊɚ/,sun·flow·er
16719,/sʌŋ/,sung
16720,/ˈsʌnˌglæsɪz/,sun·glass·es
16721,/sʌŋk/,sunk
16722,/ˈsʌŋkən/,sunk·en
16723,/ˈsʌnlaɪt/,sun·light
16724,/ˈsʌnˌlɪt/,sun·lit
16725,/ˈsʌni/,sun·ny
16726,/ˈsʌnraɪz/,sun·rise
16727,/ˈsʌnruf/,sun·roof
16728,/ˈsʌnskrin/,sun·screen
16729,/ˈsʌnsɛt/,sun·set
16730,/ˈsʌnʃaɪn/,sun·shine
16731,/ˈsʌntæn/,sun·tan
16732,/ˈsʌnʌp/,sun·up
16733,/ˈsupɚ/,su·per
16734,/sʊˈpɚb/,su·perb
16735,/ˌsupɚˈsɪliəs/,su·per·cil·i·ous
16736,/ˌsupɚˈfɪʃəl/,su·per·fi·cial
16737,/sʊˈpɚfluəs/,su·per·flu·ous
16738,/ˈsupɚˌhɪro/,su·per·he·ro
16739,/ˌsupɚˈhaɪweɪ/,su·per·high·way
16740,/ˌsupɚˈhyumən/,su·per·hu·man
16741,/ˌsupɚɪmˈpoʊz/,su·per·im·pose
16742,/ˌsupɚɪmpəˈzɪʃən/,superimposition
16743,/ˌsupɚɪnˈtɛndənt/,su·per·in·tend·ent
16744,"/səˈpɪriɚ, sʊ-/",su·pe·ri·or
16745,"/səˌpɪriˈɔrəti, -ˈar-/",su·pe·ri·o·ri·ty
16746,"/səˈpɚlətɪv, sʊ-/",su·per·la·tive
